x,y,z,qx,qy,qz,qw
-167.1550599463693,95.26004269329107,-0.002902132325544926,0.0,0.0,0.6853852828763909,0.7281806190887324
-167.06153490936043,98.72036154575633,-0.002952500567701577,0.0,0.0,0.6891349295583326,0.7246330442800908
-166.79960526324643,111.94055586860088,-0.003164784717284874,0.0,0.0,0.690054902079081,0.7237570256077863
-166.29469459896063,123.397313737975,-0.0033637616968391626,0.0,0.0,0.667460938634002,0.744644811569796
-166.4722655290981,124.25130611474427,-0.003385029693767194,0.0,0.0,0.6636773483140952,0.7480189685661528
-166.62181091844727,124.26239941884108,-0.003389148148158938,0.0,0.0,0.6645261085551641,0.7472650473884953
-166.51896096699508,126.46946112622336,-0.003430007278311109,0.0,0.0,0.6602465001086222,0.751048972500672
-162.42502757228752,133.98893552296974,-0.0034786481195254737,0.0,0.0,0.27075603026359873,0.9626480000892835
-160.28465629009327,134.13308043489062,-0.0034275963807104404,0.0,0.0,0.10808871398868097,0.9941412524929609
-160.07903476085764,133.9223524322391,-0.003417995351206571,0.0,0.0,0.10783061365738912,0.9941692807355651
-160.03230199472293,133.9112609009948,-0.0034165882768704137,0.0,0.0,0.10814206827510289,0.9941354500616015
-159.59301445735144,133.7781645085067,-0.003402789805718953,0.0,0.0,0.07242755598452469,0.9973736757775937
-143.57297054576944,133.06810824791776,-0.0030075382197551903,0.0,0.0,0.04326228136254218,-0.9990637492228953
-118.15961524991877,131.13797591515362,-0.002446516963772183,0.0,0.0,0.03710642963457214,-0.9993113192993336
-87.01678083411343,130.01748318820938,-0.0019230908355396537,0.0,0.0,0.019968380977782564,-0.9998006120027764
-67.59456294317455,129.67351662309852,-0.0016808997502977263,0.0,0.0,0.019070754693503486,-0.9998181366205657
-58.621833151097505,129.70673136412952,-0.0015928880728992567,0.0,0.0,0.0009810494151762186,-0.9999995187709066
-37.881742286048095,129.79535578421832,-0.001437955835214666,0.0,0.0,0.009148190201380461,-0.9999581544324939
-7.533354314119144,129.5512887509206,-0.0013250389037864352,0.0,0.0,0.01311036320725263,-0.999914055495058
26.469554453941768,128.87478444273782,-0.0013617078050316422,0.0,0.0,0.016295592466795534,-0.9998672180175506
61.71556548558878,128.1207700156831,-0.0015898689056257354,0.0,0.0,0.017650121781378095,-0.999844224467543
95.19507225380423,127.68849700207838,-0.001992566693203912,0.0,0.0,0.015469283328229796,-0.9998803434778138
139.0866675280644,128.80918764461933,-0.0028204731930259186,0.0,0.0,0.07022168210795608,0.9975314107144342
176.9214450076177,141.90799631538928,-0.004035803782187486,0.0,0.0,0.23139117715869445,0.9728607932963038
215.06451701317985,156.9034794578472,-0.005559266584612033,0.0,0.0,0.10620645431413976,0.9943440999281982
257.8343738697407,158.26867258887629,-0.007177058458566421,0.0,0.0,0.04584611567688671,-0.9989485140272953
299.38954658348797,147.1125335812401,-0.00872236046393482,0.0,0.0,0.24470701681322646,-0.9695970688499276
335.7205372766874,122.30365130911744,-0.010003442094379977,0.0,0.0,0.31148456394597873,-0.9502512122714621
369.50020208923576,94.32284754227787,-0.011392080266503513,0.0,0.0,0.37853311524095923,-0.9255877487661419
398.9621697076208,59.820611999476924,-0.012746646052185895,0.0,0.0,0.45623586207763167,-0.8898588866524176
423.3304185651333,24.808070466191097,-0.014082715236087395,0.0,0.0,0.4683520869133494,-0.8835419190303935
444.79217203646914,-13.809040695259394,-0.015508369574213532,0.0,0.0,0.5522972921210284,-0.8336472282181351
463.9737592554057,-58.28213631825275,-0.01712574935148581,0.0,0.0,0.5070048584516225,-0.8619431962179702
486.88427233446237,-90.10044201249357,-0.01920325144033086,0.0,0.0,0.42964920699704195,-0.902995879795037
495.7923237729439,-100.99113076333582,-0.02005252990380768,0.0,0.0,0.4328982267218004,-0.90144280201304
503.7189166286059,-110.67296794999157,-0.020834223563973353,0.0,0.0,0.42761709835145717,-0.9039599643775603
524.9094978790583,-135.71481204451788,-0.02302670057617462,0.0,0.0,0.4196168500764495,-0.9077013270519761
551.2320098290221,-167.74350617902203,-0.026009800583295828,0.0,0.0,0.4371705504044846,-0.8993786243062707
578.891392816926,-201.33584778899262,-0.029433276077696746,0.0,0.0,0.45037583983665125,-0.8928390688648381
597.5874677727347,-238.5220666141065,-0.03244280859983917,0.0,0.0,0.6000818507647551,-0.7999386053834046
605.0954728896523,-277.6941894303135,-0.03474104247999321,0.0,0.0,0.6988863019088389,-0.7152327851854857
600.6302140592821,-320.23863498305207,-0.036321034659778206,0.0,0.0,0.7704481566476797,-0.6375026571852014
591.6033672257606,-359.7333913971348,-0.03759130874442462,0.0,0.0,0.808186663400639,-0.5889264105992719
573.9860609742075,-392.2747340726079,-0.03790869662597629,0.0,0.0,0.908747317012224,-0.41734675489703343
548.6098665214508,-412.9493637382868,-0.03698769618623032,0.0,0.0,0.9680569878363059,-0.2507302700140099
537.5432519685196,-419.5822506863485,-0.036480876574046306,0.0,0.0,0.9488151182778876,-0.31583203024284645
531.7116753795492,-438.5144987338284,-0.037270838390583094,0.0,0.0,0.7250359676621193,-0.6887110029586098
524.8811241714122,-479.805771461573,-0.039689231512454626,0.0,0.0,0.7831776944399272,-0.6217979566802708
514.6015319621843,-523.7257282934672,-0.04232042450769313,0.0,0.0,0.7950448283399211,-0.6065506746595419
494.7406155267547,-561.77914611775,-0.044000744162758565,0.0,0.0,0.9158731373847848,-0.40146780221700357
460.9886123074642,-581.3670678554932,-0.04323643432474,0.0,0.0,0.9923859897070538,-0.12316674645841412
420.7299931340112,-582.9659416747805,-0.04060306842592354,0.0,0.0,0.9993870752284988,0.03500676886299069
379.3401848545443,-580.5165671088041,-0.037785532235204755,0.0,0.0,0.9993297042234109,0.03660795346300986
340.1189559515936,-577.8673099454647,-0.0353342333247042,0.0,0.0,0.9995306654380883,0.03063411250374847
299.02831845992785,-575.972125054423,-0.03310545054796421,0.0,0.0,0.9995596840587487,0.029672175592202685
261.1157638373595,-573.9990493289176,-0.03126383379566278,0.0,0.0,0.9992921080424989,0.037620244602856054
238.57930538049428,-565.3488290509658,-0.02960644964872472,0.0,0.0,0.8804930743854085,0.4740590110517165
228.278143249182,-544.2988107495166,-0.027391924375706367,0.0,0.0,0.8999994884807967,0.4358909505074685
205.96605822523725,-532.9312738469987,-0.025669643042618873,0.0,0.0,0.9979114037795033,0.06459744737078303
180.13047893733517,-540.8505838669768,-0.025557569844238515,0.0,0.0,0.9473861773179013,-0.3200928475098655
167.8299506592714,-565.8826471523524,-0.02740222853344676,0.0,0.0,0.7325848366932464,-0.6806757356092029
162.84822948394543,-587.9533428805277,-0.029276981936561697,0.0,0.0,0.9066594591993514,-0.4218632776674684
135.05895358905767,-600.5861387933498,-0.029810066712570915,0.0,0.0,0.9971728190239263,-0.07514232495655065
120.86042956070185,-601.0188631218035,-0.029566416671286788,0.0,0.0,0.9999385182305855,0.011088722145537513
100.63289847986192,-600.9636370714067,-0.0292103323382662,0.0,0.0,0.9999715809374784,0.007539052818498675
73.68466620774547,-600.6866068766707,-0.028816262093812384,0.0,0.0,0.9998843033161449,0.015211179506781566
59.48613470634734,-600.3539802116231,-0.028636753029616102,0.0,0.0,0.9999128269543065,0.013203730239866228
41.5299953712593,-600.1322572280244,-0.02847375999039059,0.0,0.0,0.9998596882072736,0.01675123571721308
31.332104490200713,-599.832844495908,-0.028387300423446504,0.0,0.0,0.9998861779505799,0.015087449863422323
4.580170426733687,-599.8772563700147,-0.028316255891979836,0.0,0.0,0.9999759452648009,0.006936057364808094
-23.639286890656066,-599.511233967819,-0.02832383474856215,0.0,0.0,0.999859348859864,0.016771478692374636
-34.96819658867101,-599.1673866746994,-0.028343400150845355,0.0,0.0,0.9998491870806727,0.017366723758897567
-46.86729065202249,-598.9787942647589,-0.028401878763247623,0.0,0.0,0.9999512728817819,0.009871770971021194
-64.1691215307311,-599.7439590086831,-0.028624496572376756,0.0,0.0,0.9986554712435868,-0.051838689752438404
-99.04391117097158,-606.0875840241748,-0.02967213356009779,0.0,0.0,0.9979064175335582,-0.06467442960969727
-140.06918956648383,-606.9078015554105,-0.03051864094567236,0.0,0.0,0.9999895967509522,0.004561402182220294
-182.74892132409127,-606.408017017341,-0.031549901005405445,0.0,0.0,0.9999808993214496,0.006180695127963494
-226.79336313570406,-606.3294647689753,-0.032955012495051506,0.0,0.0,0.9999970568214265,0.0024261798129681243
-271.95947199353014,-605.9845061238001,-0.034686234156197315,0.0,0.0,0.9999762517670664,0.00689172706138523
-309.8160050723432,-605.9501142953771,-0.036407711760034545,0.0,0.0,0.9999989070657803,-0.001478467870741269
-326.18302055850893,-603.1325322770655,-0.03695484625188783,0.0,0.0,0.9561897148467035,0.2927477228286838
-329.1828288130798,-583.0581575819332,-0.03523518202331388,0.0,0.0,0.6325300812977381,0.7745357940427782
-321.25532741982187,-551.9488380391604,-0.032053102664519884,0.0,0.0,0.6162210138749847,0.787573274088758
-314.20645664217443,-519.0427794296332,-0.028929330972630396,0.0,0.0,0.6385624721596237,0.7695699897666162
-309.531812505429,-486.0146413884725,-0.02608906326321403,0.0,0.0,0.6661031916321987,0.7458595967723405
-307.1005641902489,-454.5613179231452,-0.023643855849854845,0.0,0.0,0.6915880044172749,0.7222922068983795
-306.4269327734408,-434.1210646740838,-0.02218220550386718,0.0,0.0,0.6750321900969907,0.7377882774433735
-301.80917606637456,-425.1598716109681,-0.021356369211446236,0.0,0.0,0.3222422336835809,0.9466572467533413
-278.8525759725977,-422.6207646707496,-0.020143086186294568,0.0,0.0,0.014414524140011013,-0.9998961053498594
-247.8482001587514,-423.2204959576297,-0.018904153319596162,0.0,0.0,0.014205106074801119,-0.999899102390538
-217.8533023239512,-423.4984750993103,-0.01782875245490345,0.0,0.0,0.008538570542267735,-0.9999635457420909
-194.41072965841443,-423.5876924865861,-0.01707784339180307,0.0,0.0,0.0005316272651153484,0.9999998586862155
-183.82040043367007,-421.2699267871972,-0.01661007916047197,0.0,0.0,0.28793044037781806,0.957651325641977
-179.6981300289641,-410.76705097522887,-0.015805124180502617,0.0,0.0,0.705387028731715,0.7088223611717133
-179.79147521434487,-403.87968573593076,-0.015366273619321191,0.0,0.0,0.7084218826937918,0.7057892292466523
-179.8100435199343,-396.99232179194695,-0.01493278521130037,0.0,0.0,0.704890396127125,0.7093162407894977
